id,question,answer,qa_text
210,如何为蓝牙激光鼠标卸载WIDCOMM蓝牙驱动程序？,"您可以按照以下步骤为蓝牙激光鼠标卸载 WIDCOMM 蓝牙驱动程序：

1. 先将 USB 蓝牙接收器从电脑上拔下。
2. 依次点击电脑的 **开始 > 设置 > 控制面板 > 添加或删除程序**。
3. 在程序列表中找到 **WIDCOMM 蓝牙软件**，然后点击“删除”。
4. 等待系统完成卸载，此过程可能需要一些时间。
5. 卸载完成后，系统会提示重启电脑，您可以根据需要选择立即或稍后重启。","Question:
如何为蓝牙激光鼠标卸载WIDCOMM蓝牙驱动程序？

Answer:
您可以按照以下步骤为蓝牙激光鼠标卸载 WIDCOMM 蓝牙驱动程序：

1. 先将 USB 蓝牙接收器从电脑上拔下。
2. 依次点击电脑的 **开始 > 设置 > 控制面板 > 添加或删除程序**。
3. 在程序列表中找到 **WIDCOMM 蓝牙软件**，然后点击“删除”。
4. 等待系统完成卸载，此过程可能需要一些时间。
5. 卸载完成后，系统会提示重启电脑，您可以根据需要选择立即或稍后重启。"
211,如何在Windows系统中为蓝牙激光鼠标设置快速配对？,"在Windows系统中为蓝牙激光鼠标设置快速配对，请按以下步骤操作：

1. 将USB蓝牙接收器插入电脑的USB接口。
2. 按下鼠标底部的配对按钮 <PIC>。
3. 按下USB蓝牙接收器上的按钮，直至LED指示灯每秒闪烁一次 <PIC>。
4. 移动鼠标，确认光标正常移动即表示连接成功。,[""Manual27_10"", ""Manual27_11""]","Question:
如何在Windows系统中为蓝牙激光鼠标设置快速配对？

Answer:
在Windows系统中为蓝牙激光鼠标设置快速配对，请按以下步骤操作：

1. 将USB蓝牙接收器插入电脑的USB接口。
2. 按下鼠标底部的配对按钮 <PIC>。
3. 按下USB蓝牙接收器上的按钮，直至LED指示灯每秒闪烁一次 <PIC>。
4. 移动鼠标，确认光标正常移动即表示连接成功。,[""Manual27_10"", ""Manual27_11""]"
212,如何通过WIDCOMM蓝牙驱动程序为蓝牙激光鼠标设置配对？,"请先按手册第3节安装 WIDCOMM 蓝牙驱动程序：插入 USB 蓝牙接收器，放入安装光盘并运行 Setup.exe（如未自动运行），按向导完成安装，随后重启电脑。

安装驱动并重启后，执行配对：
1. 按下 USB 蓝牙接收器上的按钮，直至出现 HID 界面。 <PIC>
2. 鼠标连接成功后会弹出确认信息，点击确认以连接正确的鼠标。 <PIC>

配对后移动鼠标即可确认连接状态。,[""Manual27_12"", ""Manual27_13""]","Question:
如何通过WIDCOMM蓝牙驱动程序为蓝牙激光鼠标设置配对？

Answer:
请先按手册第3节安装 WIDCOMM 蓝牙驱动程序：插入 USB 蓝牙接收器，放入安装光盘并运行 Setup.exe（如未自动运行），按向导完成安装，随后重启电脑。

安装驱动并重启后，执行配对：
1. 按下 USB 蓝牙接收器上的按钮，直至出现 HID 界面。 <PIC>
2. 鼠标连接成功后会弹出确认信息，点击确认以连接正确的鼠标。 <PIC>

配对后移动鼠标即可确认连接状态。,[""Manual27_12"", ""Manual27_13""]"
213,如何查看蓝牙激光鼠标的电量状态？,"您可通过以下方式查看蓝牙激光鼠标的电量状态：

1.  **观察 LED 指示灯**：当指示灯变为琥珀色或红色时，表示电量低，请尽快更换电池。  
    <PIC>

2.  **在系统中查看详细信息**：进入电脑的 **控制面板 > 鼠标 > 蓝牙**，即可查看剩余电量。  
    <PIC>,[""Manual27_14"", ""Manual27_15""]","Question:
如何查看蓝牙激光鼠标的电量状态？

Answer:
您可通过以下方式查看蓝牙激光鼠标的电量状态：

1.  **观察 LED 指示灯**：当指示灯变为琥珀色或红色时，表示电量低，请尽快更换电池。  
    <PIC>

2.  **在系统中查看详细信息**：进入电脑的 **控制面板 > 鼠标 > 蓝牙**，即可查看剩余电量。  
    <PIC>,[""Manual27_14"", ""Manual27_15""]"
214,如何首次为蓝牙激光鼠标使用该驱动程序？,"首次使用 WIDCOMM 蓝牙驱动程序时，请按以下步骤操作：

1. 确保已安装驱动程序，并将 USB 蓝牙接收器插入电脑。
2. 双击系统托盘中的蓝牙图标，启动蓝牙初始配置向导 <PIC>，按屏幕提示完成配置。
3. 配置完成后，HID 界面会自动弹出并搜索蓝牙设备 <PIC>。
4. 在列表中选择您的蓝牙激光鼠标，然后根据屏幕指引启用即可。,[""Manual27_16"", ""Manual27_17""]","Question:
如何首次为蓝牙激光鼠标使用该驱动程序？

Answer:
首次使用 WIDCOMM 蓝牙驱动程序时，请按以下步骤操作：

1. 确保已安装驱动程序，并将 USB 蓝牙接收器插入电脑。
2. 双击系统托盘中的蓝牙图标，启动蓝牙初始配置向导 <PIC>，按屏幕提示完成配置。
3. 配置完成后，HID 界面会自动弹出并搜索蓝牙设备 <PIC>。
4. 在列表中选择您的蓝牙激光鼠标，然后根据屏幕指引启用即可。,[""Manual27_16"", ""Manual27_17""]"
215,如何将蓝牙激光鼠标与其他人机接口设备相连接？,"您可以通过 USB 蓝牙接收器连接其他 HID 设备（例如打印机、掌上电脑等）：

1. 确保 USB 蓝牙接收器已插入电脑。
2. 将要连接的蓝牙设备设为可被搜索/配对的状态。
3. 按下 USB 蓝牙接收器上的按钮，直到出现 HID 界面。
4. 从下拉菜单中选择要搜索的设备类型 <PIC>。
5. 系统会显示检测到的设备，点击目标设备后驱动程序会引导完成连接。,[""Manual27_18""]","Question:
如何将蓝牙激光鼠标与其他人机接口设备相连接？

Answer:
您可以通过 USB 蓝牙接收器连接其他 HID 设备（例如打印机、掌上电脑等）：

1. 确保 USB 蓝牙接收器已插入电脑。
2. 将要连接的蓝牙设备设为可被搜索/配对的状态。
3. 按下 USB 蓝牙接收器上的按钮，直到出现 HID 界面。
4. 从下拉菜单中选择要搜索的设备类型 <PIC>。
5. 系统会显示检测到的设备，点击目标设备后驱动程序会引导完成连接。,[""Manual27_18""]"
216,如何拆卸烤箱门？,"拆卸烤箱门请按以下步骤操作：

1. 把烤箱门完全打开。  
2. 抬起铰链处的卡扣，并向前推至极限位置（<PIC>）。  
3. 将门关至最大角度，然后向上抬起并转动，直到门体从铰链上脱开（<PIC>）。  

操作时请扶稳门体以防掉落。如需重新安装，按相反顺序装回即可。,[""oven_01"", ""oven_02""]","Question:
如何拆卸烤箱门？

Answer:
拆卸烤箱门请按以下步骤操作：

1. 把烤箱门完全打开。  
2. 抬起铰链处的卡扣，并向前推至极限位置（<PIC>）。  
3. 将门关至最大角度，然后向上抬起并转动，直到门体从铰链上脱开（<PIC>）。  

操作时请扶稳门体以防掉落。如需重新安装，按相反顺序装回即可。,[""oven_01"", ""oven_02""]"
217,如何安装烤箱门？,"安装烤箱门的步骤如下：

1. 将铰链装入对应位置。
2. 完全打开烤箱门。
3. 放下两个卡扣。
4. 关闭烤箱门。","Question:
如何安装烤箱门？

Answer:
安装烤箱门的步骤如下：

1. 将铰链装入对应位置。
2. 完全打开烤箱门。
3. 放下两个卡扣。
4. 关闭烤箱门。"
218,如何移动烤箱的顶部加热元件（仅限部分型号）？,"要移动烤箱的顶部加热元件（仅限部分型号），请按以下步骤操作：

1. 取下侧边配件支架格栅（图3）<PIC>。
2. 轻轻拉出加热元件（图4）<PIC>，并向下放下（图5）<PIC>。
3. 复位时，抬起加热元件并轻轻向自身方向拉动，确保其支撑在侧支架上。

操作前请先关闭烤箱电源并等待冷却，避免烫伤。,[""oven_03"", ""oven_04"", ""oven_05""]","Question:
如何移动烤箱的顶部加热元件（仅限部分型号）？

Answer:
要移动烤箱的顶部加热元件（仅限部分型号），请按以下步骤操作：

1. 取下侧边配件支架格栅（图3）<PIC>。
2. 轻轻拉出加热元件（图4）<PIC>，并向下放下（图5）<PIC>。
3. 复位时，抬起加热元件并轻轻向自身方向拉动，确保其支撑在侧支架上。

操作前请先关闭烤箱电源并等待冷却，避免烫伤。,[""oven_03"", ""oven_04"", ""oven_05""]"
219,如何更换烤箱的后部灯（如有）？,"更换烤箱后部灯的步骤如下：  
1. 断开烤箱电源。  
2. 拧下灯罩（<PIC>）。  
3. 更换灯泡，仅可使用 25‑40W/230V E‑14、耐温 300℃ 白炽灯（可从售后服务中心购买）。  
4. 拧回灯罩（<PIC>）。  
5. 重新接通电源。灯罩复位前请勿使用烤箱。,[""oven_06"", ""oven_07""]","Question:
如何更换烤箱的后部灯（如有）？

Answer:
更换烤箱后部灯的步骤如下：  
1. 断开烤箱电源。  
2. 拧下灯罩（<PIC>）。  
3. 更换灯泡，仅可使用 25‑40W/230V E‑14、耐温 300℃ 白炽灯（可从售后服务中心购买）。  
4. 拧回灯罩（<PIC>）。  
5. 重新接通电源。灯罩复位前请勿使用烤箱。,[""oven_06"", ""oven_07""]"
220,如何使用烤箱的接油盘？,"您可以使用接油盘进行以下操作：

1.  **收集油脂碎屑**：将接油盘放置在烤架正下方，收集滴落的油脂和食物碎屑，便于清洁。可参考图示 <PIC>。
2.  **作为烤盘烹饪**：接油盘也可直接用于烹饪肉类、鸡肉、鱼类等，并搭配蔬菜使用。
3.  **减少油烟**：在接油盘中倒入少量水，能有效避免油脂飞溅和冒烟。,[""oven_08""]","Question:
如何使用烤箱的接油盘？

Answer:
您可以使用接油盘进行以下操作：

1.  **收集油脂碎屑**：将接油盘放置在烤架正下方，收集滴落的油脂和食物碎屑，便于清洁。可参考图示 <PIC>。
2.  **作为烤盘烹饪**：接油盘也可直接用于烹饪肉类、鸡肉、鱼类等，并搭配蔬菜使用。
3.  **减少油烟**：在接油盘中倒入少量水，能有效避免油脂飞溅和冒烟。,[""oven_08""]"
221,如何清洁烤箱外部？,您可以使用湿布清洁烤箱外部。若污渍较重，可在水中加几滴洗洁精，用湿布擦拭后再用干布擦干。重要提示：请勿使用腐蚀性或研磨性清洁剂；若不慎沾染，请立即用湿布擦除。,"Question:
如何清洁烤箱外部？

Answer:
您可以使用湿布清洁烤箱外部。若污渍较重，可在水中加几滴洗洁精，用湿布擦拭后再用干布擦干。重要提示：请勿使用腐蚀性或研磨性清洁剂；若不慎沾染，请立即用湿布擦除。"
222,如何使用烤箱的烤架？,"您可以将烤架放置在烤箱任意可用层位的搁架上，用于直接烧烤食物，或作为锅具、蛋糕模等容器的支架。烤架可凸面朝上或朝下安装，以适配不同食物高度。<PIC>,[""oven_10""]","Question:
如何使用烤箱的烤架？

Answer:
您可以将烤架放置在烤箱任意可用层位的搁架上，用于直接烧烤食物，或作为锅具、蛋糕模等容器的支架。烤架可凸面朝上或朝下安装，以适配不同食物高度。<PIC>,[""oven_10""]"
223,烤箱的催化侧面板有什么作用？,"催化侧面板带有特殊微孔搪瓷涂层，可以吸附烹饪时产生的油脂飞溅物 <PIC>。烹饪油脂较多的食物后，建议运行自动清洁程序，恢复其吸附性能。,[""oven_11""]","Question:
烤箱的催化侧面板有什么作用？

Answer:
催化侧面板带有特殊微孔搪瓷涂层，可以吸附烹饪时产生的油脂飞溅物 <PIC>。烹饪油脂较多的食物后，建议运行自动清洁程序，恢复其吸附性能。,[""oven_11""]"
224,如何使用烤箱的烤盘？,"您烤箱的烤盘主要用来烘焙饼干、蛋糕和披萨等。使用时直接把食材放在烤盘上，再将烤盘放入烤箱内合适的层架烘烤即可。参考图示：<PIC>,[""oven_09""]","Question:
如何使用烤箱的烤盘？

Answer:
您烤箱的烤盘主要用来烘焙饼干、蛋糕和披萨等。使用时直接把食材放在烤盘上，再将烤盘放入烤箱内合适的层架烘烤即可。参考图示：<PIC>,[""oven_09""]"
225,如何使用烤箱的烤架烤盘套装？,"您看到的烤架烤盘套装包含烤架（6a）和搪瓷容器（6b），图示如下：<PIC>。使用时，将整个套装放置在烤箱自带的烤架（3）上，然后将功能旋钮调至烧烤功能即可。,[""oven_13""]","Question:
如何使用烤箱的烤架烤盘套装？

Answer:
您看到的烤架烤盘套装包含烤架（6a）和搪瓷容器（6b），图示如下：<PIC>。使用时，将整个套装放置在烤箱自带的烤架（3）上，然后将功能旋钮调至烧烤功能即可。,[""oven_13""]"
226,如何使用烤箱的油脂过滤器？,"油脂过滤器（图7）仅用于烹饪油脂较多的食物。使用时，将其挂在烤箱腔体后壁、风扇对面的位置，并配合热风循环功能。使用后可放入洗碗机清洗。<PIC>,[""oven_14""]","Question:
如何使用烤箱的油脂过滤器？

Answer:
油脂过滤器（图7）仅用于烹饪油脂较多的食物。使用时，将其挂在烤箱腔体后壁、风扇对面的位置，并配合热风循环功能。使用后可放入洗碗机清洗。<PIC>,[""oven_14""]"
227,如何使用烤箱的滑动搁架？,"您烤箱的滑动搁架（图8）<PIC> 可在烹饪过程中将烤架和接油盘半拉出，方便取放食物或查看状态。它适用于所有配件，且可放入洗碗机清洗。使用时，只需将搁架推入所需层架，再将烤架或烤盘放在上面即可。,[""oven_15""]","Question:
如何使用烤箱的滑动搁架？

Answer:
您烤箱的滑动搁架（图8）<PIC> 可在烹饪过程中将烤架和接油盘半拉出，方便取放食物或查看状态。它适用于所有配件，且可放入洗碗机清洗。使用时，只需将搁架推入所需层架，再将烤架或烤盘放在上面即可。,[""oven_15""]"
228,如何为混合即时相机安装肩带？,"以下是安装肩带（另售）的步骤：

1. 使用卡扣安装工具按图示打开肩带卡扣 <PIC>，请保管好工具，拆卸时也会用到。
2. 将卡扣装到相机挂绳环上 <PIC>：把挂绳环钩入卡扣开口，用另一只手按住卡扣，取出工具即可完成。

请注意，肩带需另行购买。有其他问题可随时联系。,[""Manual29_12"", ""hybrid_instant_camera_03""]","Question:
如何为混合即时相机安装肩带？

Answer:
以下是安装肩带（另售）的步骤：

1. 使用卡扣安装工具按图示打开肩带卡扣 <PIC>，请保管好工具，拆卸时也会用到。
2. 将卡扣装到相机挂绳环上 <PIC>：把挂绳环钩入卡扣开口，用另一只手按住卡扣，取出工具即可完成。

请注意，肩带需另行购买。有其他问题可随时联系。,[""Manual29_12"", ""hybrid_instant_camera_03""]"
229,如何为混合即时相机装入电池？,"请按照以下步骤装入电池：

1. 打开电池盖：按箭头方向滑动电池盖将其打开 <PIC>。
2. 装入电池：按电池上的箭头指示装入，确保电池上的黄线与相机内的标记对齐 <PIC>。
3. 关闭电池盖：合上电池盖即可 <PIC>。

如需取出电池，请将电池锁扣推向一侧，电池便会滑出。,[""Manual29_13"", ""Manual29_14"", ""Manual29_15""]","Question:
如何为混合即时相机装入电池？

Answer:
请按照以下步骤装入电池：

1. 打开电池盖：按箭头方向滑动电池盖将其打开 <PIC>。
2. 装入电池：按电池上的箭头指示装入，确保电池上的黄线与相机内的标记对齐 <PIC>。
3. 关闭电池盖：合上电池盖即可 <PIC>。

如需取出电池，请将电池锁扣推向一侧，电池便会滑出。,[""Manual29_13"", ""Manual29_14"", ""Manual29_15""]"
230,如何为混合即时相机装入相纸盒？,"请按以下步骤装入相纸盒：

1. 按住相仓锁按钮，将拨杆向右滑动，直到相仓略微打开 <PIC>。  
2. 握住相纸盒两侧，将其底部对准相仓凹槽，平直插入 <PIC>。  
3. 关闭后盖，确保后盖锁咔哒到位，此时黑色相纸保护盖会自动弹出，从相纸出口取出即可 <PIC><PIC>。

注意：相纸用完前请勿打开后盖，以免剩余相纸曝光变白；装入时切勿按压相纸盒背面的两个矩形孔；请使用 instax SQUARE 拍立得相纸，并在保质期内使用。,[""Manual29_26"", ""Manual29_27"", ""hybrid_instant_camera_01"", ""hybrid_instant_camera_02""]","Question:
如何为混合即时相机装入相纸盒？

Answer:
请按以下步骤装入相纸盒：

1. 按住相仓锁按钮，将拨杆向右滑动，直到相仓略微打开 <PIC>。  
2. 握住相纸盒两侧，将其底部对准相仓凹槽，平直插入 <PIC>。  
3. 关闭后盖，确保后盖锁咔哒到位，此时黑色相纸保护盖会自动弹出，从相纸出口取出即可 <PIC><PIC>。

注意：相纸用完前请勿打开后盖，以免剩余相纸曝光变白；装入时切勿按压相纸盒背面的两个矩形孔；请使用 instax SQUARE 拍立得相纸，并在保质期内使用。,[""Manual29_26"", ""Manual29_27"", ""hybrid_instant_camera_01"", ""hybrid_instant_camera_02""]"
231,如何为混合即时相机取出用完的相纸盒？,"取出用完的相纸盒的步骤如下：
1. 确认相纸已用完：拍摄画面右侧的所有点会以灰色显示。
2. 打开相仓：按住相仓锁按钮（1），然后将拨杆向右滑动，直至相仓略微打开。 <PIC> <PIC>
3. 取出旧盒：握住相纸盒上的矩形孔，平直拉出即可。

请注意，在相纸用完前切勿打开后盖，否则剩余相纸会曝光变白，无法使用。,[""Manual29_28"", ""Manual29_29""]","Question:
如何为混合即时相机取出用完的相纸盒？

Answer:
取出用完的相纸盒的步骤如下：
1. 确认相纸已用完：拍摄画面右侧的所有点会以灰色显示。
2. 打开相仓：按住相仓锁按钮（1），然后将拨杆向右滑动，直至相仓略微打开。 <PIC> <PIC>
3. 取出旧盒：握住相纸盒上的矩形孔，平直拉出即可。

请注意，在相纸用完前切勿打开后盖，否则剩余相纸会曝光变白，无法使用。,[""Manual29_28"", ""Manual29_29""]"
232,如何设置混合即时相机的自动打印模式？,"将相机侧面的打印模式选择器切换到“AUTO”。切换后，屏幕上会出现自动打印图标 <PIC>，之后拍摄的照片会在保存后立即开始打印。,[""Manual29_31""]","Question:
如何设置混合即时相机的自动打印模式？

Answer:
将相机侧面的打印模式选择器切换到“AUTO”。切换后，屏幕上会出现自动打印图标 <PIC>，之后拍摄的照片会在保存后立即开始打印。,[""Manual29_31""]"
233,如何设置混合即时相机的手动打印模式（初始设置）？,"您的混合即时相机出厂默认即为**手动打印模式**，无需额外设置。如需确认或重新切换，请将侧面的打印模式选择器拨到 **“MANUAL”** <PIC>，此时拍摄画面会出现对应图标 <PIC>，拍下的照片会先保存在内存中，之后您可手动挑选打印。,[""Manual29_33"", ""Manual29_34""]","Question:
如何设置混合即时相机的手动打印模式（初始设置）？

Answer:
您的混合即时相机出厂默认即为**手动打印模式**，无需额外设置。如需确认或重新切换，请将侧面的打印模式选择器拨到 **“MANUAL”** <PIC>，此时拍摄画面会出现对应图标 <PIC>，拍下的照片会先保存在内存中，之后您可手动挑选打印。,[""Manual29_33"", ""Manual29_34""]"
234,如何使用混合即时相机拍摄照片？,"使用混合即时相机拍摄照片的基本操作如下：

1. **开机**：顺时针转动镜头环即可开机。  
   <PIC>
2. **构图**：双手稳定持机，确认屏幕上的最终画面。  
   <PIC>
3. **对焦**：半按快门按钮进行对焦。若对焦成功，屏幕会出现绿色框并发出蜂鸣声；若失败则显示红色框，此时请调整构图或使用对焦锁定功能。
4. **拍摄**：完全按下快门即可拍照，照片会自动保存。

请注意，拍摄时手指或肩带不要遮挡闪光灯、镜头和相纸出口。,[""Manual29_36"", ""Manual29_37""]","Question:
如何使用混合即时相机拍摄照片？

Answer:
使用混合即时相机拍摄照片的基本操作如下：

1. **开机**：顺时针转动镜头环即可开机。  
   <PIC>
2. **构图**：双手稳定持机，确认屏幕上的最终画面。  
   <PIC>
3. **对焦**：半按快门按钮进行对焦。若对焦成功，屏幕会出现绿色框并发出蜂鸣声；若失败则显示红色框，此时请调整构图或使用对焦锁定功能。
4. **拍摄**：完全按下快门即可拍照，照片会自动保存。

请注意，拍摄时手指或肩带不要遮挡闪光灯、镜头和相纸出口。,[""Manual29_36"", ""Manual29_37""]"
241,"If this is the first time to use airfryer, What should I do before first use?","Before using your air fryer for the first time, please:

- Place the appliance on a dry, stable, level surface.
- Do not fill the pan with oil, frying fat, or any other liquid — it works with hot air only.
- A small amount of smoke is normal during first use, and preheating is not necessary.","Question:
If this is the first time to use airfryer, What should I do before first use?

Answer:
Before using your air fryer for the first time, please:

- Place the appliance on a dry, stable, level surface.
- Do not fill the pan with oil, frying fat, or any other liquid — it works with hot air only.
- A small amount of smoke is normal during first use, and preheating is not necessary."
242,How to find the approval label of emission control certificate of the boat?,"The approval label of emission control certificate is located in these places:

- On the electrical box and the exhaust side of the crankcase. <PIC> <PIC>
- On each engine unit and inside the engine compartment. To reach the engine compartment label, open the engine hood as described on page 56. <PIC>

If you still cannot find it, you can contact a Boat Dealer for assistance.","Question:
How to find the approval label of emission control certificate of the boat?

Answer:
The approval label of emission control certificate is located in these places:

- On the electrical box and the exhaust side of the crankcase. <PIC> <PIC>
- On each engine unit and inside the engine compartment. To reach the engine compartment label, open the engine hood as described on page 56. <PIC>

If you still cannot find it, you can contact a Boat Dealer for assistance."
243,How do I use the battery conversion feature before sailing?,"The manual does not describe a specific ""battery conversion"" feature or procedure for sailing. Your boat has two separate batteries: a start battery for the engine and a house battery for accessories, with battery switches located in the port-side battery compartment. No switching or combining procedure is outlined.

To assist you further, please clarify what you intend by ""battery conversion"" (e.g., switching between batteries or combining them). If possible, share a photo of the switch or control panel you're referring to.

As a safety reminder, before any battery inspection or work, always turn the battery switch to OFF and keep the compartment free of metal objects and flammable items.","Question:
How do I use the battery conversion feature before sailing?

Answer:
The manual does not describe a specific ""battery conversion"" feature or procedure for sailing. Your boat has two separate batteries: a start battery for the engine and a house battery for accessories, with battery switches located in the port-side battery compartment. No switching or combining procedure is outlined.

To assist you further, please clarify what you intend by ""battery conversion"" (e.g., switching between batteries or combining them). If possible, share a photo of the switch or control panel you're referring to.

As a safety reminder, before any battery inspection or work, always turn the battery switch to OFF and keep the compartment free of metal objects and flammable items."
244,How the ship steers?,"To steer, turn the steering wheel (or handlebars) in the direction you want to go. This changes the angle of the jet thrust nozzle at the rear, redirecting the jet thrust to turn the boat. You must open the throttle above idle when turning (except at trolling speed), because stronger jet thrust gives sharper turning. Also, boats steer from the stern, so the rear initially moves opposite to your turn direction—keep this in mind especially when leaving a dock.","Question:
How the ship steers?

Answer:
To steer, turn the steering wheel (or handlebars) in the direction you want to go. This changes the angle of the jet thrust nozzle at the rear, redirecting the jet thrust to turn the boat. You must open the throttle above idle when turning (except at trolling speed), because stronger jet thrust gives sharper turning. Also, boats steer from the stern, so the rear initially moves opposite to your turn direction—keep this in mind especially when leaving a dock."
245,What should I do if face over temperature warning on the boat?,"If your boat shows an ""Over Temperature"" warning and the buzzer sounds, the engine speed will be limited automatically.  
1. Reduce engine speed immediately.  
2. Return to shore or move to a safe location.  
3. Check for water discharge at the cooling water pilot outlets on the starboard side of the hull.  

If no water is flowing, stop the engine and contact a qualified dealer for inspection.","Question:
What should I do if face over temperature warning on the boat?

Answer:
If your boat shows an ""Over Temperature"" warning and the buzzer sounds, the engine speed will be limited automatically.  
1. Reduce engine speed immediately.  
2. Return to shore or move to a safe location.  
3. Check for water discharge at the cooling water pilot outlets on the starboard side of the hull.  

If no water is flowing, stop the engine and contact a qualified dealer for inspection."
246,"If I want to listen to music on my phone, how do I turn on the sound system?","To listen to music, press and hold the button until the first beep, then release. This activates the music app — it will resume where you left off or play recommended songs. For better audio sync when gaming or watching videos, you can also enable Low Latency Mode by pressing and holding until the second beep.","Question:
If I want to listen to music on my phone, how do I turn on the sound system?

Answer:
To listen to music, press and hold the button until the first beep, then release. This activates the music app — it will resume where you left off or play recommended songs. For better audio sync when gaming or watching videos, you can also enable Low Latency Mode by pressing and holding until the second beep."
247,How do I use the storage compartments if I want to store wet items while on board?,"For wet items, use the wet storage compartment under the swim platform.  
Open: pull the lock handle up, turn it clockwise, then lift the rear platform hatch. <PIC>  
Close: lower the hatch, turn the handle counterclockwise until secure, then push the handle down.  
Other storage compartments are not waterproof—do not store wet items in them.,[""1 Rear platform hatch 2 Lock handle""]","Question:
How do I use the storage compartments if I want to store wet items while on board?

Answer:
For wet items, use the wet storage compartment under the swim platform.  
Open: pull the lock handle up, turn it clockwise, then lift the rear platform hatch. <PIC>  
Close: lower the hatch, turn the handle counterclockwise until secure, then push the handle down.  
Other storage compartments are not waterproof—do not store wet items in them.,[""1 Rear platform hatch 2 Lock handle""]"
248,How to open the battery compartment when manipulating the boat?,"To open the battery compartment, locate it on the port side at the stern. Unhook the latch, then open the battery compartment lid.  
<PIC>  
If your model has a lever instead, slide it as indicated by the arrow before opening the cover.,[""1 Battery compartment lid 2 Latch""]","Question:
How to open the battery compartment when manipulating the boat?

Answer:
To open the battery compartment, locate it on the port side at the stern. Unhook the latch, then open the battery compartment lid.  
<PIC>  
If your model has a lever instead, slide it as indicated by the arrow before opening the cover.,[""1 Battery compartment lid 2 Latch""]"
249,How to install an anchor light while the boat is moving?,"For safety, never attempt to install the anchor light while the boat is moving. Stop the boat first.

Once stationary:

- 210FSH DELUXE: Remove the anchor light from the lockable storage compartment. Extend the pole and screw stopper A onto the center section. Open the socket cap, align the protrusion on the light with the slot in the socket, insert it fully, then fit stopper B into the socket.
- 210FSH SPORT: Pull the lock tab on the T-top, raise the anchor light, then move the lock tab back to its original position to lock it in place.

If you're unsure which model you have or need further help, just let me know.","Question:
How to install an anchor light while the boat is moving?

Answer:
For safety, never attempt to install the anchor light while the boat is moving. Stop the boat first.

Once stationary:

- 210FSH DELUXE: Remove the anchor light from the lockable storage compartment. Extend the pole and screw stopper A onto the center section. Open the socket cap, align the protrusion on the light with the slot in the socket, insert it fully, then fit stopper B into the socket.
- 210FSH SPORT: Pull the lock tab on the T-top, raise the anchor light, then move the lock tab back to its original position to lock it in place.

If you're unsure which model you have or need further help, just let me know."
250,How do I use the jet wash function to clean the boat after using it?,"Here's how to use the jet wash to clean your boat:

1. Before starting, make sure the shut-off valve is in the **open** position. If you notice any water leaking from the hose fitting <PIC> or coil hose, close the valve immediately.
2. Only a passenger who is **not** operating the boat may use the jet wash. The operator must attach the engine shut-off cord to their PFD and constantly scan for people, objects, and other watercraft.
3. If your boat is a 210FSH DELUXE model, close the anchor light socket first to prevent water entry and malfunction.
4. While spraying, keep scanning the surroundings to avoid collisions.
5. After use, if the system won't be used for a while, turn the shut-off valve to the **closed** position. In freezing temperatures, drain all water from the hoses to prevent freezing.

For more information, contact a Boat Dealer if needed.,[""1 Hose fitting""]","Question:
How do I use the jet wash function to clean the boat after using it?

Answer:
Here's how to use the jet wash to clean your boat:

1. Before starting, make sure the shut-off valve is in the **open** position. If you notice any water leaking from the hose fitting <PIC> or coil hose, close the valve immediately.
2. Only a passenger who is **not** operating the boat may use the jet wash. The operator must attach the engine shut-off cord to their PFD and constantly scan for people, objects, and other watercraft.
3. If your boat is a 210FSH DELUXE model, close the anchor light socket first to prevent water entry and malfunction.
4. While spraying, keep scanning the surroundings to avoid collisions.
5. After use, if the system won't be used for a while, turn the shut-off valve to the **closed** position. In freezing temperatures, drain all water from the hoses to prevent freezing.

For more information, contact a Boat Dealer if needed.,[""1 Hose fitting""]"
251,How do I turn on or off the water supply button on my boat?,"To turn the water supply on or off, first stop the engines (see page 98). Then open the rear platform hatch (see page 63) and remove the inspection cover. If you mean the jet wash water, push the jet wash switch — water starts flowing after a 5-second delay.","Question:
How do I turn on or off the water supply button on my boat?

Answer:
To turn the water supply on or off, first stop the engines (see page 98). Then open the rear platform hatch (see page 63) and remove the inspection cover. If you mean the jet wash water, push the jet wash switch — water starts flowing after a 5-second delay."
